climate,site_r,site,week,doy,plant_id,crown_height,N_spikes,spike_length,leaf_length,leaf_width,seed_mass,n_seeds,infl_mass,non_measured_plant_harvested,in_plot
warm,a,17,7,229,6,62,0,,6.6,3.2,,,,0,1
warm,a,17,7,229,7,,0,,,,,,,0,1
warm,a,17,7,229,8,70.2,0,,8,3.4,,,,0,1
warm,a,17,7,229,9,55,5,0.7,10.7,4.3,,,,0,1
warm,a,17,7,229,10,46,0,,,,,,,0,1
warm,a,17,7,229,11,55.2,4,8.3,10.2,3.2,,,,0,1
warm,a,17,7,229,12,46.2,1,2.3,6.7,4,,,,0,1
warm,a,17,7,229,13,54.8,8,3.4,6.8,4.2,,,,0,1
warm,a,17,7,229,14,31.9,1,3.3,6.4,2.8,,,,0,1
warm,a,17,7,229,15,,0,,,,,,,0,1
warm,a,17,9,242,1,,0,,,,,,,0,1
warm,a,17,9,242,2,,0,,,,,,,0,1
warm,a,17,9,242,3,,0,,,,,,,0,1
warm,a,17,9,242,4,,0,,,,,,,0,1
warm,a,17,9,242,5,,0,,,,0,,0.423,0,1
warm,a,17,9,242,6,,0,,,,,,,0,1
warm,a,17,9,242,7,,0,,,,,,,0,1
warm,a,17,9,242,8,,0,,,,,,,0,1
warm,a,17,9,242,9,,0,,,,,,,0,1
warm,a,17,9,242,10,,0,,,,,,,0,1
warm,a,17,9,242,11,55.1,1,10.2,9.5,5.3,,11,0.042,0,1
warm,a,17,9,242,12,,0,,,,,,,0,1
warm,a,17,9,242,13,49.4,1,4.2,4.5,3.2,0.045,,0.132,0,1
warm,a,17,9,242,14,65.7,8,11.1,6.6,5.2,,6,0.001,0,1
warm,a,17,9,242,15,,0,,,,,,,0,1
warm,a,17,9,242,10x,69.9,7,12.8,14.3,3,,0,0.151,1,0
warm,a,17,9,242,12x,37.6,4,4.3,7,2.7,,3,0.012,1,0
warm,a,17,9,242,15x,46.6,3,13.7,9,7.1,0.084,,0.054,1,0
warm,a,17,9,242,1x,88.3,28,9.2,9.8,2.9,,0,0.042,1,0
warm,a,17,9,242,2x,129.2,9,11.2,10.2,7.4,,0,0.101,1,0
warm,a,17,9,242,3x,72.4,7,10.2,10.5,5.8,,10,0.063,1,0
warm,a,17,9,242,4x,118.8,13,13.5,8.3,3.5,0,0,0.358,1,0
warm,a,17,9,242,5x,101.5,1,1.4,12.9,6.2,,0,0.001,1,0
warm,a,17,9,242,6x,108.5,18,13.2,7.1,5,0.083,,0.412,1,0
warm,a,17,9,242,7x,123,17,10.6,5.2,3.1,0.201,,0.255,1,0
warm,a,17,9,242,8x,130.8,38,16.5,8,4.2,0.196,,1.001,1,0
warm,a,17,9,242,9x,47.7,4,4.5,8.3,4.1,,0,0.061,1,0
warm,b,18,2,187,1,26.3,0,,8.5,6,,,,0,1
warm,b,18,2,187,2,24.5,0,,11.6,8.7,,,,0,1
warm,b,18,2,187,3,30.2,0,,12.7,10.9,,,,0,1
warm,b,18,2,187,4,23.4,0,,9,5.3,,,,0,1
warm,b,18,2,187,5,29,0,,14.6,7.6,,,,0,1
warm,b,18,2,187,6,35.5,0,,11.5,6.7,,,,0,1
warm,b,18,2,187,11,22.9,0,,4.9,3,,,,0,1
warm,b,18,2,187,12,14,0,,9.3,3.9,,,,0,1
warm,b,18,2,187,13,55,0,,18.5,11.2,,,,0,1
warm,b,18,2,187,14,18,0,,3.5,1.6,,,,0,1
warm,b,18,2,187,15,34.5,0,,6.1,4.5,,,,0,1
warm,b,18,2,187,7,27.3,0,,7.5,3.5,,,,0,1
warm,b,18,2,187,8,24.1,0,,11.8,8,,,,0,1
warm,b,18,2,187,9,15.2,0,,6.3,2.2,,,,0,1
warm,b,18,2,187,10,8.1,0,,2.6,2,,,,0,1
warm,b,18,3,199,1,37.4,0,,10.4,6.7,,,,0,1
warm,b,18,3,199,2,34.9,0,,16.2,8.4,,,,0,1
warm,b,18,3,199,3,37.8,0,,14.6,9.3,,,,0,1
warm,b,18,3,199,4,29.8,0,,10.9,6.8,,,,0,1
warm,b,18,3,199,5,26.8,0,,14,10.3,,,,0,1
warm,b,18,3,199,6,47,0,,11.4,7.4,,,,0,1
warm,b,18,3,199,11,27.6,0,,6.5,3.1,,,,0,1
warm,b,18,3,199,12,20,0,,6.3,3.2,,,,0,1
warm,b,18,3,199,13,42,0,,7.3,4.4,,,,0,1
warm,b,18,3,199,14,71.4,0,,15.2,8.4,,,,0,1
warm,b,18,3,199,15,22.5,0,,3.8,1.6,,,,0,1
warm,b,18,3,199,7,31,0,,8.4,3.8,,,,0,1
warm,b,18,3,199,8,33.6,0,,17.1,10.6,,,,0,1
warm,b,18,3,199,9,20.8,0,,8.2,3.5,,,,0,1
warm,b,18,3,199,10,8.5,0,,2.2,0.7,,,,0,1
warm,b,18,5,217,1,57.1,0,,10.4,6.1,,,,0,1
warm,b,18,5,217,2,58.2,2,,14.4,9.6,,,,0,1
warm,b,18,5,217,3,65.1,0,,13.1,9.5,,,,0,1
warm,b,18,5,217,4,16.5,0,,9.9,6.3,,,,0,1
warm,b,18,5,217,5,29.6,3,4.5,12.4,6.3,,,,0,1
warm,b,18,5,217,6,75.2,0,,11.4,6,,,,0,1
warm,b,18,5,217,7,44.5,0,,5.2,2.5,,,,0,1
warm,b,18,5,217,8,58.1,0,,14.5,10.3,,,,0,1
warm,b,18,5,217,9,40.2,1,7.1,7.7,4.1,,,,0,1
warm,b,18,5,217,10,14.1,0,,3.1,1.3,,,,0,1
warm,b,18,5,217,11,37.2,0,,6.1,3.6,,,,0,1
warm,b,18,5,217,12,25.6,0,,7.3,3.3,,,,0,1
warm,b,18,5,217,13,51.6,0,,6.6,4.6,,,,0,1
warm,b,18,5,217,14,86.3,1,7.2,9.6,7.1,,,,0,1
warm,b,18,5,217,15,32.4,1,3.4,3.6,1.6,,,,0,1
warm,b,18,5,217,4,,,,,,0.342,,0,NA,NA
warm,b,18,7,229,1,73.5,24,13.7,11,5.9,,,,0,1
warm,b,18,7,229,2,79.8,11,20.9,14.6,8.7,,,,0,1
warm,b,18,7,229,3,83.7,44,16.2,14.3,10,,,,0,1
warm,b,18,7,229,4,61,11,12.8,10.7,6.5,,,,0,1
warm,b,18,7,229,5,58.2,48,16.7,15,12.2,,,,0,1
warm,b,18,7,229,6,93.5,17,2.7,13.8,7.9,,,,0,1
warm,b,18,7,229,11,53,2,11.2,6.7,3.32,,,,0,1
warm,b,18,7,229,12,36.5,3,2.7,9.4,5,,,,0,1
warm,b,18,7,229,13,66.2,6,12.6,7.5,4.5,,,,0,1
warm,b,18,7,229,14,106.5,35,19.3,16.8,10,,,,0,1
warm,b,18,7,229,15,41.9,1,9.2,4.3,2,,,,0,1
warm,b,18,7,229,7,78.6,64,12.4,18.4,10.1,,,,0,1
warm,b,18,7,229,8,48,39,4.7,9.8,5.7,,,,0,1
warm,b,18,7,229,9,55.9,8,15.6,9.9,3.4,,,,0,1
warm,b,18,7,229,10,22.4,1,1.8,2.8,1.5,,,,0,1
warm,b,18,9,243,1,80.6,29,21.7,11.7,5.3,1.57,585,0.727,0,1
warm,b,18,9,243,2,80.6,13,22.2,14,12,0.204,,0.812,0,1
warm,b,18,9,243,3,85.8,44,18.7,15.8,8.8,0.62,,1.861,0,1
warm,b,18,9,243,4,62,10,13.7,10.5,7.2,0.309,,0.256,0,1
warm,b,18,9,243,5,65,58,15,7,3,0.264,,1.808,0,1
warm,b,18,9,243,6,103.3,32,10.2,14.4,6.2,0.231,,0.755,0,1
warm,b,18,9,243,11,54.2,2,13.2,7.4,3.4,0.074,,0.059,0,1
warm,b,18,9,243,12,17.5,1,6.2,3.9,1.8,0.034,,0.066,0,1
warm,b,18,9,243,13,66,6,13.8,7.6,4.5,0.062,,0.116,0,1
warm,b,18,9,243,14,108.5,47,20.7,14,10.4,0.394,,1.58,0,1
warm,b,18,9,243,15,32,0,,4.3,1.7,,3,,0,1
warm,b,18,9,243,15,32,0,,4.3,1.7,,3,,0,1
warm,b,18,9,243,7,55.1,12,13.4,6.5,3.1,0.28,,0.233,0,1
warm,b,18,9,243,8,83.2,70,20.5,20.2,10,,127,2.616,0,1
warm,b,18,9,243,9,57.2,11,17.2,7.3,3.7,0.295,,0.365,0,1
warm,b,18,9,243,10,16,0,,2.7,1.2,,,,0,1
warm,b,18,9,243,10x,98.2,25,12.5,17.4,8.2,0,0,0.304,1,1
warm,b,18,9,243,15x,46.2,6,12.3,6.5,3.2,,6,0.109,1,1
warm,c,19,2,173,1,14.4,0,,6.1,3.7,,,,0,1
warm,c,19,2,173,2,4.5,0,,3.4,1.9,,,,0,1
warm,c,19,2,173,3,9.3,0,,2.4,1.2,,,,0,1
warm,c,19,2,173,4,10.3,0,,3,1,,,,0,1
warm,c,19,2,173,5,16.4,0,,3.6,2,,,,0,1
warm,c,19,2,173,6,7.5,0,,7.4,3.8,,,,0,1
warm,c,19,2,173,7,11.3,0,,3.5,1.4,,,,0,1
warm,c,19,2,173,8,10.5,0,,1.9,1,,,,0,1
warm,c,19,2,173,9,15,0,,2.4,1.5,,,,0,1
warm,c,19,2,173,10,8.7,0,,1.8,1.2,,,,0,1
warm,c,19,2,173,11,16.4,0,,4.1,2.4,,,,0,1
warm,c,19,2,173,12,22.2,0,,7.6,5.3,,,,0,1
warm,c,19,2,173,13,14.4,0,,2.6,1.5,,,,0,1
warm,c,19,2,173,14,17.9,0,,9.9,2.4,,,,0,1
warm,c,19,2,173,15,18.1,0,,4.9,2.6,,,,0,1
warm,c,19,2,187,1,20.9,0,,5.9,2.7,,,,0,1
warm,c,19,2,187,2,6.4,0,,5.2,2.2,,,,0,1
warm,c,19,2,187,3,13.5,0,,2.8,1.1,,,,0,1
warm,c,19,2,187,4,15,0,,4,1.5,,,,0,1
warm,c,19,2,187,5,20.1,0,,4.5,1.8,,,,0,1
warm,c,19,2,187,6,11.3,0,,8.1,3.9,,,,0,1
warm,c,19,2,187,7,10.3,0,,3.9,1,,,,0,1
warm,c,19,2,187,8,13.6,0,,2.1,0.6,,,,0,1
warm,c,19,2,187,9,17.4,0,,1.9,0.9,,,,0,1
warm,c,19,2,187,10,7.4,0,,1.3,0.9,,,,0,1
warm,c,19,2,187,11,20.6,0,,4.5,1.1,,,,0,1
warm,c,19,2,187,12,29.1,0,,8.5,5.5,,,,0,1
warm,c,19,2,187,13,10.5,0,,1.8,0.4,,,,0,1
warm,c,19,2,187,14,25.5,0,,6.8,2.4,,,,0,1
warm,c,19,2,187,15,27.6,0,,4.9,2.8,,,,0,1
warm,c,19,3,199,1,19.6,0,,3.4,1.6,,,,0,1
warm,c,19,3,199,2,7.3,0,,5.1,2.5,,,,0,1
warm,c,19,3,199,3,15.4,0,,3.5,1.6,,,,0,1
warm,c,19,3,199,4,27.2,0,,8.5,3.2,,,,0,1
warm,c,19,3,199,5,24.1,0,,5.8,2.4,,,,0,1
warm,c,19,3,199,6,20.3,0,,5.4,3.7,,,,0,1
warm,c,19,3,199,7,16.1,0,,3.1,0.8,,,,0,1
warm,c,19,3,199,8,12.8,0,,2.2,1.1,,,,0,1
warm,c,19,3,199,9,18.5,0,,4.8,2.2,,,,0,1
warm,c,19,3,199,10,6.6,0,,1.9,0.8,,,,0,1
warm,c,19,3,199,11,13.3,0,,2.3,0.8,,,,0,1
warm,c,19,3,199,12,17.5,0,,4.2,2.1,,,,0,1
warm,c,19,3,199,13,24.3,0,,4.6,1.4,,,,0,1
warm,c,19,3,199,14,25.7,0,,5.6,1.5,,,,0,1
warm,c,19,3,199,15,29.5,0,,6.3,3.1,,,,0,1
warm,c,19,5,217,1,,0,,,,,,,0,1
warm,c,19,5,217,2,12.5,0,,5.2,2.5,,,,0,1
warm,c,19,5,217,3,19.3,0,,3.7,1.8,,,,0,1
warm,c,19,5,217,4,31.5,0,,7.5,4,,,,0,1
warm,c,19,5,217,5,28.2,0,,4.5,2.6,,,,0,1
warm,c,19,5,217,6,11.6,0,,2.5,1.7,,,,0,1
warm,c,19,5,217,7,,0,,,,,,,0,1
warm,c,19,5,217,8,,0,,,,,,,0,1
warm,c,19,5,217,9,8.1,0,,,,,,,0,1
warm,c,19,5,217,10,,0,,,,,,,0,1
warm,c,19,5,217,11,,0,,,,,,,0,1
warm,c,19,5,217,12,,0,,,,,,,0,1
warm,c,19,5,217,13,,0,,,,,,,0,1
warm,c,19,5,217,14,,0,,,,,,,0,1
warm,c,19,5,217,15,,0,,,,,,,0,1
warm,c,19,7,230,1,24.3,1,2.9,4.4,2.3,,,,0,1
warm,c,19,7,230,2,15,1,0.8,2.3,1.7,,,,0,1
warm,c,19,7,230,3,26.7,1,1.9,3.3,1.7,,,,0,1
warm,c,19,7,230,4,30.7,2,8.3,6.9,4.3,,,,0,1
warm,c,19,7,230,5,46.6,15,10.9,9.2,7.3,,,,0,1
warm,c,19,7,230,6,14.2,1,3,3,1.4,,,,0,1
warm,c,19,7,230,7,26.5,3,5.5,4.7,2.2,,,,0,1
warm,c,19,7,230,8,16.6,3,4.6,4.5,3.3,,,,0,1
warm,c,19,7,230,9,15.2,0,,2.8,1.6,,,,0,1
warm,c,19,7,230,10,3.6,1,0.4,1.9,1.5,,,,0,1
warm,c,19,7,230,11,37.3,4,2.7,5.5,3.5,,,,0,1
warm,c,19,7,230,12,22.2,1,3.8,4.2,2.2,,,,0,1
warm,c,19,7,230,13,38.8,22,6.2,7.3,4.5,,,,0,1
warm,c,19,7,230,14,32.2,5,7.7,6.6,3.7,,,,0,1
warm,c,19,7,230,15,31.6,14,7.5,8.5,6.4,,,,0,1
warm,c,19,9,243,1,,0,,,,,,,0,1
warm,c,19,9,243,1,,0,,,,,,,0,1
warm,c,19,9,243,2,34.5,9,10,7.7,3.7,1,2,,0,1
warm,c,19,9,243,2,,0,,,,,,,0,1
warm,c,19,9,243,3,34.7,2,7.5,5.1,2.3,1,3,,0,1
warm,c,19,9,243,3,46.4,4,1.7,4,2,0.054,,0.001,0,1
warm,c,19,9,243,4,58.9,24,13.9,10,6.3,1,4,0.226,0,1
warm,c,19,9,243,4,35.2,2,12.3,7.3,4.4,0.073,,0.137,0,1
warm,c,19,9,243,5,53.5,16,13,6.7,3.6,1,5,,0,1
warm,c,19,9,243,5,54.7,17,17.4,9.5,7.3,,7,1.13,0,1
warm,c,19,9,243,6,,0,,,,,,,0,1
warm,c,19,9,243,6,23.2,1,9.7,3.1,1.5,,,,0,1
warm,c,19,9,243,7,,0,,,,,,,0,1
warm,c,19,9,243,7,,0,,,,,,,0,1
warm,c,19,9,243,8,,0,,,,,,,0,1
warm,c,19,9,243,8,18.1,1,6.1,2.1,2.5,,,,0,1
warm,c,19,9,243,9,,0,,,,,,,0,1
warm,c,19,9,243,9,,0,,,,,,,0,1
warm,c,19,9,243,10,,0,,,,,,,0,1
warm,c,19,9,243,10,8.5,1,2.8,1,2.3,,,,0,1
warm,c,19,9,243,11,,0,,,,,,,0,1
warm,c,19,9,243,11,48.6,5,9.7,5.7,2.8,,,,0,1
warm,c,19,9,243,12,,0,,,,,,,0,1
warm,c,19,9,243,12,29.8,1,3.3,2.7,1.2,,,,0,1
warm,c,19,9,243,13,,0,,,,0.76,,0,0,1
warm,c,19,9,243,13,,0,,,,,,,0,1
warm,c,19,9,243,14,,0,,,,,,,0,1
warm,c,19,9,243,14,39.5,5,13.1,6.2,3.3,,,,0,1
warm,c,19,9,243,15,,0,,,,,,,0,1
warm,c,19,9,243,15,49.5,26,16.5,8.8,6.7,,,,0,1
warm,c,19,9,243,10x,37.2,2,6.8,6.5,3.2,0.092,,0.04,1,0
warm,c,19,9,243,11x,17.2,2,1.1,3.5,2.3,,3,0.015,1,0
warm,c,19,9,243,12x,46.2,29,10.2,8.1,5.8,,3,0.548,1,0
warm,c,19,9,243,1x,33.2,4,10.2,5.6,3.6,,2,0.166,1,1
warm,c,19,9,243,6x,99.1,118,16.3,19.5,12.7,0.423,,6.927,1,1
warm,c,19,9,243,7x,70.8,41,17.8,18.2,7.3,0.778,,0.681,1,1
warm,c,19,9,243,8x,50.6,8,11.8,8.6,3.8,0.035,,0.124,1,1
warm,c,19,9,243,9x,72.8,45,16.7,16,9.5,0.128,,1.101,1,1
warm,d,20,2,173,1,10.5,0,,3,1.5,,,,0,1
warm,d,20,2,173,2,16.1,0,,6.6,3.8,,,,0,1
warm,d,20,2,173,3,12,0,,3.8,2.3,,,,0,1
warm,d,20,2,173,4,11.2,0,,3.6,1.9,,,,0,1
warm,d,20,2,173,5,10.1,0,,6.5,3.6,,,,0,1
warm,d,20,2,173,6,14.6,0,,3.4,1.7,,,,0,1
warm,d,20,2,173,7,8.4,0,,1.7,1,,,,0,1
warm,d,20,2,173,8,5.2,0,,1.9,1.2,,,,0,1
warm,d,20,2,173,9,22.4,0,,4.4,2.2,,,,0,1
warm,d,20,2,173,10,2.5,0,,0.8,0.6,,,,0,1
warm,d,20,2,173,11,11.1,0,,4.4,1.9,,,,0,1
warm,d,20,2,173,12,16.5,0,,8.7,4.4,,,,0,1
warm,d,20,2,173,13,22.9,0,,7.7,2.5,,,,0,1
warm,d,20,2,173,14,14.7,0,,4.7,2.2,,,,0,1
warm,d,20,2,173,15,6.6,0,,3.5,2.3,,,,0,1
warm,d,20,2,187,1,11.1,0,,2.2,1.6,,,,0,1
warm,d,20,2,187,2,26.5,0,,8.2,2.6,,,,0,1
warm,d,20,2,187,3,19.5,0,,5.3,2.6,,,,0,1
warm,d,20,2,187,4,19.7,0,,3.1,1,,,,0,1
warm,d,20,2,187,5,24.5,0,,7.2,4,,,,0,1
warm,d,20,2,187,6,17.8,0,,2.2,1,,,,0,1
warm,d,20,2,187,7,8.3,0,,2,0.8,,,,0,1
warm,d,20,2,187,8,7.1,0,,1.9,0.5,,,,0,1
warm,d,20,2,187,9,26.3,0,,5.6,2.1,,,,0,1
warm,d,20,2,187,10,3.8,0,,0.8,0.3,,,,0,1
warm,d,20,2,187,11,5.9,0,,0.5,0.3,,,,0,1
warm,d,20,2,187,12,17.6,0,,5.2,2.6,,,,0,1
warm,d,20,2,187,13,21.7,0,,6.5,4,,,,0,1
warm,d,20,2,187,14,23.5,0,,4.5,2.2,,,,0,1
warm,d,20,2,187,15,16.1,0,,5.1,2.1,,,,0,1
warm,d,20,5,214,1,39.9,1,0.2,6.4,3.5,,,,0,1
warm,d,20,5,214,2,58.4,5,5,10.1,6.1,,,,0,1
warm,d,20,5,214,3,20.5,1,4.1,7,3.5,,,,0,1
warm,d,20,5,214,4,37.9,1,0.2,4.1,2.5,,,,0,1
warm,d,20,5,214,5,50,1,1.1,7.5,5.1,,,,0,1
warm,d,20,5,214,6,26,0,,5.5,3.2,,,,0,1
warm,d,20,5,214,7,,0,,,,,,,0,1
warm,d,20,5,214,8,17.8,1,0.1,2.3,1.1,,,,0,1
warm,d,20,5,214,9,13.2,,,,,,,,0,1
warm,d,20,5,214,10,,0,,,,,,,0,1
warm,d,20,5,214,11,6.3,0,,0.9,0.6,,,,0,1
warm,d,20,5,214,12,45.3,6,1,10.6,7.6,,,,0,1
warm,d,20,5,214,13,44,1,0.3,9,2.5,,,,0,1
warm,d,20,5,214,14,27.4,1,0.6,4.2,1.4,,,,0,1
warm,d,20,5,214,15,21.3,0,,4.5,1.9,,,,0,1
warm,d,20,7,229,1,54.4,5,7.7,7.1,3.8,,,,0,1
warm,d,20,7,229,2,75.7,14,14,8.9,7.7,,,,0,1
warm,d,20,7,229,3,69.3,1,17.8,7.7,4.2,,,,0,1
warm,d,20,7,229,4,51.4,1,3.7,4.2,2.6,,,,0,1
warm,d,20,7,229,5,74.7,5,10.9,7.8,5.4,,,,0,1
warm,d,20,7,229,6,35,2,3.2,7,3.3,,,,0,1
warm,d,20,7,229,7,15.7,0,,1.9,1.1,,,,0,1
warm,d,20,7,229,8,37.5,1,0.4,4,2,,,,0,1
warm,d,20,7,229,9,45.6,4,4.2,6.8,3.7,,,,0,1
warm,d,20,7,229,10,,0,,,,,,,0,1
warm,d,20,7,229,11,10.5,0,,2.9,1.4,,,,0,1
warm,d,20,7,229,12,39.4,3,3.5,6,3.8,,,,0,1
warm,d,20,7,229,13,60,6,3.8,8.7,3.2,,,,0,1
warm,d,20,7,229,14,39,4,7.2,4.8,3.2,,,,0,1
warm,d,20,7,229,15,38.2,10,2.7,6.8,3.5,,,,0,1
warm,d,20,9,242,1,64.5,7,8.2,7.5,3.7,0.259,71,0.061,0,1
warm,d,20,9,242,2,62,7,6.7,10.5,8.2,0.023,6,0.184,0,1
warm,d,20,9,242,3,60.7,1,4.2,5.9,2.5,0.027,7,0.018,0,1
warm,d,20,9,242,4,65.5,7,8.4,8.5,4.5,0.272,93,0.126,0,1
warm,d,20,9,242,5,77.8,6,18.5,8.8,5.4,0.118,30,0.271,0,1
warm,d,20,9,242,6,47.4,3,9.8,6.9,3,0.062,17,0.095,0,1
warm,d,20,9,242,7,,0,,,,,,,0,1
warm,d,20,9,242,8,,0,,,,,,,0,1
warm,d,20,9,242,9,82,42,20.2,13.6,7.8,1.157,303,1.812,0,1
warm,d,20,9,242,10,,0,,,,,,,0,1
warm,d,20,9,242,11,10,0,,2,1,,,,0,1
warm,d,20,9,242,12,80.3,39,20.1,13.3,6.8,0.361,97,1.628,0,1
warm,d,20,9,242,13,65.2,17,8.2,8.2,4.1,0.065,23,0.276,0,1
warm,d,20,9,242,14,42,4,10.3,5.4,3.4,0.016,10,0.088,0,1
warm,d,20,9,242,15,55.5,14,10.6,6.7,4.3,0.1,32,0.206,0,1
warm,d,20,9,242,10x,78.4,42,17.5,13.7,6.2,0.447,133,1.541,1,1
warm,d,20,9,242,11x,51.3,19,10.6,9.7,6.4,0.059,27,0.38,1,0
warm,d,20,9,242,7x,44.8,1,6.2,6,3,,2,0.053,1,1
warm,d,20,9,242,8x,100.2,7,17.6,14.2,10,1.271,419,4.037,1,1
warm,e,21,2,173,1,11.2,0,,2.3,1.6,,,,0,1
warm,e,21,2,173,2,16.1,0,,3.9,1.4,,,,0,1
warm,e,21,2,173,3,16,0,,5.5,2.8,,,,0,1
warm,e,21,2,173,4,8.5,0,,3.6,1.5,,,,0,1
warm,e,21,2,173,5,6.2,0,,5,2.5,,,,0,1
warm,e,21,2,173,6,8.4,0,,2.5,1.6,,,,0,1
warm,e,21,2,173,7,12.3,0,,3.9,2.1,,,,0,1
warm,e,21,2,173,8,5.4,0,,6,3.7,,,,0,1
warm,e,21,2,173,9,7.9,0,,5,3.8,,,,0,1
warm,e,21,2,173,10,9.5,0,,2.5,1.5,,,,0,1
warm,e,21,2,173,11,13.2,0,,1.5,1.2,,,,0,1
warm,e,21,2,173,12,10.1,0,,1.5,1.1,,,,0,1
warm,e,21,2,173,13,14.7,0,,3.2,2.3,,,,0,1
warm,e,21,2,173,14,10.9,0,,3.4,1.6,,,,0,1
warm,e,21,2,173,15,14.5,0,,4.5,2.5,,,,0,1
warm,e,21,2,187,1,14.4,0,,3.1,1.6,,,,0,1
warm,e,21,2,187,2,18.5,0,,4.2,2.4,,,,0,1
warm,e,21,2,187,3,19.8,0,,5.7,3.5,,,,0,1
warm,e,21,2,187,4,12.5,0,,4.4,3.1,,,,0,1
warm,e,21,2,187,5,13.1,0,,7.5,2.8,,,,0,1
warm,e,21,2,187,6,10.9,0,,3.5,1.8,,,,0,1
warm,e,21,2,187,7,15.5,0,,5.8,2.8,,,,0,1
warm,e,21,2,187,8,9.5,0,,6.8,4.7,,,,0,1
warm,e,21,2,187,9,10.7,0,,4.9,1.8,,,,0,1
warm,e,21,2,187,10,12.1,0,,3,1.4,,,,0,1
warm,e,21,2,187,11,14,0,,2.8,1.1,,,,0,1
warm,e,21,2,187,12,11.4,0,,2.3,1.1,,,,0,1
warm,e,21,2,187,13,18.3,0,,4.1,2.5,,,,0,1
warm,e,21,2,187,14,10.8,0,,2.3,1.4,,,,0,1
warm,e,21,2,187,15,16,0,,4,1.6,,,,0,1
warm,d,20,3,200,1,22.8,0,,3.9,2.1,,,,0,1
warm,d,20,3,200,2,37.4,0,,7.2,5.8,,,,0,1
warm,d,20,3,200,3,28.4,0,,4.1,2.3,,,,0,1
warm,d,20,3,200,4,29.5,0,,3.6,2.5,,,,0,1
warm,d,20,3,200,5,35.5,0,,6.5,5.2,,,,0,1
warm,d,20,3,200,6,20.3,0,,3.2,4.1,,,,0,1
warm,d,20,3,200,7,10.1,0,,1.5,0.6,,,,0,1
warm,d,20,3,200,8,10.8,0,,1.8,0.7,,,,0,1
warm,d,20,3,200,9,32.9,0,,6.8,3.4,,,,0,1
warm,d,20,3,200,10,4.1,0,,0.4,0.3,,,,0,1
warm,d,20,3,200,11,16.1,0,,4.9,3.3,,,,0,1
